dabs_path	tf_resource	tf_path	status
resources.clusters.*.spark_conf.*	databricks_cluster	spark_conf	match
resources.clusters.*.spark_context_id	databricks_cluster	spark_context_id	dabs_only
resources.clusters.*.spark_env_vars.*	databricks_cluster	spark_env_vars	match
resources.clusters.*.spark_version	databricks_cluster	spark_version	match
resources.clusters.*.spec	databricks_cluster	spec	dabs_only
resources.clusters.*.spec.apply_policy_default_values	databricks_cluster	spec.apply_policy_default_values	dabs_only
resources.clusters.*.spec.autoscale	databricks_cluster	spec.autoscale	dabs_only
resources.clusters.*.spec.autoscale.max_workers	databricks_cluster	spec.autoscale.max_workers	dabs_only
resources.clusters.*.spec.autoscale.min_workers	databricks_cluster	spec.autoscale.min_workers	dabs_only
resources.clusters.*.spec.autotermination_minutes	databricks_cluster	spec.autotermination_minutes	dabs_only
resources.clusters.*.spec.aws_attributes	databricks_cluster	spec.aws_attributes	dabs_only
resources.clusters.*.spec.aws_attributes.availability	databricks_cluster	spec.aws_attributes.availability	dabs_only
resources.clusters.*.spec.aws_attributes.ebs_volume_count	databricks_cluster	spec.aws_attributes.ebs_volume_count	dabs_only
resources.clusters.*.spec.aws_attributes.ebs_volume_iops	databricks_cluster	spec.aws_attributes.ebs_volume_iops	dabs_only
resources.clusters.*.spec.aws_attributes.ebs_volume_size	databricks_cluster	spec.aws_attributes.ebs_volume_size	dabs_only
resources.clusters.*.spec.aws_attributes.ebs_volume_throughput	databricks_cluster	spec.aws_attributes.ebs_volume_throughput	dabs_only
resources.clusters.*.spec.aws_attributes.ebs_volume_type	databricks_cluster	spec.aws_attributes.ebs_volume_type	dabs_only
resources.clusters.*.spec.aws_attributes.first_on_demand	databricks_cluster	spec.aws_attributes.first_on_demand	dabs_only
resources.clusters.*.spec.aws_attributes.instance_profile_arn	databricks_cluster	spec.aws_attributes.instance_profile_arn	dabs_only
resources.clusters.*.spec.aws_attributes.spot_bid_price_percent	databricks_cluster	spec.aws_attributes.spot_bid_price_percent	dabs_only
resources.clusters.*.spec.aws_attributes.zone_id	databricks_cluster	spec.aws_attributes.zone_id	dabs_only
resources.clusters.*.spec.azure_attributes	databricks_cluster	spec.azure_attributes	dabs_only
resources.clusters.*.spec.azure_attributes.availability	databricks_cluster	spec.azure_attributes.availability	dabs_only
resources.clusters.*.spec.azure_attributes.first_on_demand	databricks_cluster	spec.azure_attributes.first_on_demand	dabs_only
resources.clusters.*.spec.azure_attributes.log_analytics_info	databricks_cluster	spec.azure_attributes.log_analytics_info	dabs_only
resources.clusters.*.spec.azure_attributes.log_analytics_info.log_analytics_primary_key	databricks_cluster	spec.azure_attributes.log_analytics_info.log_analytics_primary_key	dabs_only
resources.clusters.*.spec.azure_attributes.log_analytics_info.log_analytics_workspace_id	databricks_cluster	spec.azure_attributes.log_analytics_info.log_analytics_workspace_id	dabs_only
resources.clusters.*.spec.azure_attributes.spot_bid_max_price	databricks_cluster	spec.azure_attributes.spot_bid_max_price	dabs_only
resources.clusters.*.spec.cluster_log_conf	databricks_cluster	spec.cluster_log_conf	dabs_only
resources.clusters.*.spec.cluster_log_conf.dbfs	databricks_cluster	spec.cluster_log_conf.dbfs	dabs_only
resources.clusters.*.spec.cluster_log_conf.dbfs.destination	databricks_cluster	spec.cluster_log_conf.dbfs.destination	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3	databricks_cluster	spec.cluster_log_conf.s3	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.canned_acl	databricks_cluster	spec.cluster_log_conf.s3.canned_acl	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.destination	databricks_cluster	spec.cluster_log_conf.s3.destination	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.enable_encryption	databricks_cluster	spec.cluster_log_conf.s3.enable_encryption	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.encryption_type	databricks_cluster	spec.cluster_log_conf.s3.encryption_type	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.endpoint	databricks_cluster	spec.cluster_log_conf.s3.endpoint	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.kms_key	databricks_cluster	spec.cluster_log_conf.s3.kms_key	dabs_only
resources.clusters.*.spec.cluster_log_conf.s3.region	databricks_cluster	spec.cluster_log_conf.s3.region	dabs_only
resources.clusters.*.spec.cluster_log_conf.volumes	databricks_cluster	spec.cluster_log_conf.volumes	dabs_only
resources.clusters.*.spec.cluster_log_conf.volumes.destination	databricks_cluster	spec.cluster_log_conf.volumes.destination	dabs_only
resources.clusters.*.spec.cluster_name	databricks_cluster	spec.cluster_name	dabs_only
resources.clusters.*.spec.custom_tags.*	databricks_cluster	spec.custom_tags	dabs_only
resources.clusters.*.spec.data_security_mode	databricks_cluster	spec.data_security_mode	dabs_only
resources.clusters.*.spec.docker_image	databricks_cluster	spec.docker_image	dabs_only
resources.clusters.*.spec.docker_image.basic_auth	databricks_cluster	spec.docker_image.basic_auth	dabs_only
resources.clusters.*.spec.docker_image.basic_auth.password	databricks_cluster	spec.docker_image.basic_auth.password	dabs_only
resources.clusters.*.spec.docker_image.basic_auth.username	databricks_cluster	spec.docker_image.basic_auth.username	dabs_only
resources.clusters.*.spec.docker_image.url	databricks_cluster	spec.docker_image.url	dabs_only
resources.clusters.*.spec.driver_instance_pool_id	databricks_cluster	spec.driver_instance_pool_id	dabs_only
resources.clusters.*.spec.driver_node_type_flexibility	databricks_cluster	spec.driver_node_type_flexibility	dabs_only
resources.clusters.*.spec.driver_node_type_flexibility.alternate_node_type_ids[*]	databricks_cluster	spec.driver_node_type_flexibility.alternate_node_type_ids	dabs_only
resources.clusters.*.spec.driver_node_type_id	databricks_cluster	spec.driver_node_type_id	dabs_only
resources.clusters.*.spec.enable_elastic_disk	databricks_cluster	spec.enable_elastic_disk	dabs_only
resources.clusters.*.spec.enable_local_disk_encryption	databricks_cluster	spec.enable_local_disk_encryption	dabs_only
resources.clusters.*.spec.gcp_attributes	databricks_cluster	spec.gcp_attributes	dabs_only
resources.clusters.*.spec.gcp_attributes.availability	databricks_cluster	spec.gcp_attributes.availability	dabs_only
resources.clusters.*.spec.gcp_attributes.boot_disk_size	databricks_cluster	spec.gcp_attributes.boot_disk_size	dabs_only
resources.clusters.*.spec.gcp_attributes.first_on_demand	databricks_cluster	spec.gcp_attributes.first_on_demand	dabs_only
resources.clusters.*.spec.gcp_attributes.google_service_account	databricks_cluster	spec.gcp_attributes.google_service_account	dabs_only
resources.clusters.*.spec.gcp_attributes.local_ssd_count	databricks_cluster	spec.gcp_attributes.local_ssd_count	dabs_only
resources.clusters.*.spec.gcp_attributes.use_preemptible_executors	databricks_cluster	spec.gcp_attributes.use_preemptible_executors	dabs_only
resources.clusters.*.spec.gcp_attributes.zone_id	databricks_cluster	spec.gcp_attributes.zone_id	dabs_only
resources.clusters.*.spec.init_scripts[*]	databricks_cluster	spec.init_scripts	dabs_only
resources.clusters.*.spec.init_scripts[*].abfss	databricks_cluster	spec.init_scripts.abfss	dabs_only
resources.clusters.*.spec.init_scripts[*].abfss.destination	databricks_cluster	spec.init_scripts.abfss.destination	dabs_only
resources.clusters.*.spec.init_scripts[*].dbfs	databricks_cluster	spec.init_scripts.dbfs	dabs_only
resources.clusters.*.spec.init_scripts[*].dbfs.destination	databricks_cluster	spec.init_scripts.dbfs.destination	dabs_only
resources.clusters.*.spec.init_scripts[*].file	databricks_cluster	spec.init_scripts.file	dabs_only
resources.clusters.*.spec.init_scripts[*].file.destination	databricks_cluster	spec.init_scripts.file.destination	dabs_only
resources.clusters.*.spec.init_scripts[*].gcs	databricks_cluster	spec.init_scripts.gcs	dabs_only
resources.clusters.*.spec.init_scripts[*].gcs.destination	databricks_cluster	spec.init_scripts.gcs.destination	dabs_only
resources.clusters.*.spec.init_scripts[*].s3	databricks_cluster	spec.init_scripts.s3	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.canned_acl	databricks_cluster	spec.init_scripts.s3.canned_acl	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.destination	databricks_cluster	spec.init_scripts.s3.destination	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.enable_encryption	databricks_cluster	spec.init_scripts.s3.enable_encryption	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.encryption_type	databricks_cluster	spec.init_scripts.s3.encryption_type	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.endpoint	databricks_cluster	spec.init_scripts.s3.endpoint	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.kms_key	databricks_cluster	spec.init_scripts.s3.kms_key	dabs_only
resources.clusters.*.spec.init_scripts[*].s3.region	databricks_cluster	spec.init_scripts.s3.region	dabs_only
resources.clusters.*.spec.init_scripts[*].volumes	databricks_cluster	spec.init_scripts.volumes	dabs_only
resources.clusters.*.spec.init_scripts[*].volumes.destination	databricks_cluster	spec.init_scripts.volumes.destination	dabs_only
resources.clusters.*.spec.init_scripts[*].workspace	databricks_cluster	spec.init_scripts.workspace	dabs_only
resources.clusters.*.spec.init_scripts[*].workspace.destination	databricks_cluster	spec.init_scripts.workspace.destination	dabs_only
resources.clusters.*.spec.instance_pool_id	databricks_cluster	spec.instance_pool_id	dabs_only
resources.clusters.*.spec.is_single_node	databricks_cluster	spec.is_single_node	dabs_only
resources.clusters.*.spec.kind	databricks_cluster	spec.kind	dabs_only
resources.clusters.*.spec.node_type_id	databricks_cluster	spec.node_type_id	dabs_only
resources.clusters.*.spec.num_workers	databricks_cluster	spec.num_workers	dabs_only
resources.clusters.*.spec.policy_id	databricks_cluster	spec.policy_id	dabs_only
resources.clusters.*.spec.remote_disk_throughput	databricks_cluster	spec.remote_disk_throughput	dabs_only
resources.clusters.*.spec.runtime_engine	databricks_cluster	spec.runtime_engine	dabs_only
resources.clusters.*.spec.single_user_name	databricks_cluster	spec.single_user_name	dabs_only
resources.clusters.*.spec.spark_conf.*	databricks_cluster	spec.spark_conf	dabs_only
resources.clusters.*.spec.spark_env_vars.*	databricks_cluster	spec.spark_env_vars	dabs_only
